cohort,agent_agent_attention_mean,agent_object_binding_mean,motion_tracking_mean
10-month-olds,0.01515151515151515,0.28809523809523807,0.5156926406926406
11-month-olds,0.015625,0.22395833333333331,0.484375
7-month-olds,0.0,0.23611111111111108,0.3333333333333333
8-month-olds,0.0,0.22916666666666666,0.5520833333333333
9-month-olds,0.0,0.0625,0.765625
Adults,0.08392857142857142,0.35944444444444446,0.4284920634920635
