cohort,agent_agent_attention_mean,agent_object_binding_mean,motion_tracking_mean
10-month-olds,0.2096031746031746,0.36002645502645503,0.2235978835978836
11-month-olds,0.18223443223443223,0.42701465201465194,0.13534798534798534
7-month-olds,0.08166666666666667,0.285,0.4833333333333333
8-month-olds,0.03076923076923077,0.23333333333333334,0.6102564102564103
9-month-olds,0.11851851851851852,0.5796296296296296,0.14074074074074072
Adults,0.2718253968253968,0.38803418803418804,0.2671855921855922
